Contract,MonthlyCharges,TotalCharges,poly_tenure MonthlyCharges,poly_tenure TotalCharges,poly_MonthlyCharges^2,poly_MonthlyCharges TotalCharges,poly_TotalCharges^2,tenure_x_monthly,monthly_x_total,tenure_x_total,AvgMonthlyCharge,StabilityIndex,log_TotalCharges,normalized_tenure,normalized_StabilityIndex,standardized_MonthlyCharges,standardized_AvgMonthlyCharge,label_Contract,freq_PaymentMethod,customerID,Churn
0.0,50.7,50.7,50.7,50.7,2570.4900000000002,2570.4900000000002,2570.4900000000002,50.7,2570.4900000000002,50.7,50.7,1.0,3.9454577815143836,0.0,0.0,-0.47496618620342734,-0.4729973162285702,0.0,0.22542222222222222,6888-SBYAI,No
2.0,113.1,8248.5,8143.2,593892.0,12791.609999999999,932905.35,68037752.25,8143.2,932905.35,593892.0,114.5625,144.0,9.017907871431499,1.0,1.0,1.597712740556741,1.640019439952418,2.0,0.21955555555555556,6859-QNXIQ,No
0.0,89.6,2901.8,2867.2,92857.6,8028.159999999999,260001.28,8420443.24,2867.2,260001.28,92857.6,90.68125,32.0,7.973431067403982,0.4366197183098592,0.21678321678321677,0.8171365421775109,0.8498611873229841,0.0,0.3390222222222222,4821-SJHJV,No
0.0,74.45,74.45,74.45,74.45,5542.802500000001,5542.802500000001,5542.802500000001,74.45,5542.802500000001,74.45,74.45,1.0,4.323470185213858,0.0,0.0,0.3139140142862202,0.31281827131182466,0.0,0.3390222222222222,0723-DRCLG,Yes
2.0,47.6,3377.8,3379.6,239823.80000000002,2265.76,160783.28000000003,11409532.840000002,3379.6,160783.28000000003,239823.80000000002,47.57464788732395,142.0,8.125275895853342,0.9859154929577465,0.986013986013986,-0.5779358123726024,-0.5764057544051239,2.0,0.21955555555555556,4872-JCVCA,No
0.0,75.1,1151.55,1126.5,17273.25,5640.009999999999,86481.40499999998,1326067.4024999999,1126.5,86481.40499999998,17273.25,76.77,15.0,7.049732157877687,0.19718309859154928,0.0979020979020979,0.335504419773305,0.3895800465999809,0.0,0.22542222222222222,7993-NQLJE,No
1.0,95.2,4563.0,4474.400000000001,214461.0,9063.04,434397.60000000003,20820969.0,4474.400000000001,434397.60000000003,214461.0,97.08510638297872,70.5,8.425954710981966,0.647887323943662,0.48601398601398604,1.0031461894508595,1.0617454048436044,1.0,0.216,3946-JEWRQ,No
0.0,97.7,3410.0,3321.8,115940.0,9545.29,333157.0,11628100.0,3321.8,333157.0,115940.0,100.29411764705883,34.0,8.134760782418645,0.46478873239436624,0.23076923076923075,1.086186210555033,1.167921871029156,0.0,0.21955555555555556,4947-DSMXK,No
0.0,103.85,5017.9,5192.5,250894.99999999997,10784.822499999998,521108.9149999999,25179320.409999996,5192.5,521108.9149999999,250894.99999999997,100.35799999999999,50.0,8.520966065168736,0.6901408450704226,0.34265734265734266,1.2904646624712994,1.1700355446590474,0.0,0.21955555555555556,3804-RVTGV,Yes
0.0,20.0,198.7,200.0,1987.0,400.0,3974.0,39481.689999999995,200.0,3974.0,1987.0,19.869999999999997,10.0,5.296816240421769,0.1267605633802817,0.06293706293706294,-1.494697645362677,-1.4930686662862704,0.0,0.216,0380-ZCSBI,No
0.0,92.1,729.95,736.8,5839.6,8482.41,67228.395,532827.0025000001,736.8,67228.395,5839.6,91.24375,8.0,6.594345057957625,0.09859154929577466,0.04895104895104895,0.9001765632816843,0.8684726091331514,0.0,0.3390222222222222,4145-UQXUQ,Yes
1.0,19.65,436.9,451.95,10048.699999999999,386.12249999999995,8585.085,190881.61,451.95,8585.085,10048.699999999999,18.995652173913044,34.5,6.081990573807353,0.3098591549295775,0.23426573426573424,-1.5063232483172613,-1.521998188419794,1.0,0.22542222222222222,6082-OQFBA,No
0.0,74.9,490.55,524.3000000000001,3433.85,5610.010000000001,36742.19500000001,240639.30250000002,524.3000000000001,36742.19500000001,3433.85,70.07857142857144,7.0,6.197563663812933,0.08450704225352114,0.04195804195804196,0.3288612180849715,0.16818093610138224,0.0,0.3390222222222222,1475-VWVDO,No
0.0,84.25,1968.1,1937.75,45266.299999999996,7098.0625,165812.425,3873417.61,1937.75,165812.425,45266.299999999996,85.5695652173913,23.0,7.585331864551124,0.3098591549295775,0.15384615384615383,0.6394308970145799,0.6807310155012176,0.0,0.3390222222222222,5016-IBERQ,No
2.0,90.95,6652.45,6548.400000000001,478976.39999999997,8271.9025,605040.3275,44255091.0025,6548.400000000001,605040.3275,478976.39999999997,92.39513888888888,144.0,8.802890796113749,1.0,1.0,0.8619781535737647,0.9065685811840858,2.0,0.216,3569-JFODW,No
0.0,85.15,2555.9,2554.5,76677.0,7250.522500000001,217634.885,6532624.8100000005,2554.5,217634.885,76677.0,85.19666666666667,30.0,7.846550866196361,0.4084507042253521,0.20279720279720279,0.6693253046120825,0.6683929315546645,0.0,0.3390222222222222,7927-AUXBZ,Yes
1.0,50.4,1580.1,1562.3999999999999,48983.1,2540.16,79637.04,2496716.01,1562.3999999999999,79637.04,48983.1,50.97096774193548,46.5,7.365876086316099,0.4225352112676057,0.3181818181818182,-0.48493098873592827,-0.46403181410926403,1.0,0.216,4023-RTIQM,No
0.0,107.95,313.6,323.85,940.8000000000001,11653.202500000001,33853.12,98344.96000000002,323.85,33853.12,940.8000000000001,104.53333333333335,3.0,5.751301990624177,0.02816901408450704,0.013986013986013988,1.426650297082144,1.3081846821963252,0.0,0.22542222222222222,5760-IFJOZ,No
0.0,20.3,459.95,487.20000000000005,11038.8,412.09000000000003,9336.985,211554.0025,487.20000000000005,9336.985,11038.8,19.164583333333333,24.0,6.133289577244604,0.323943661971831,0.16083916083916083,-1.4847328428301763,-1.5164087678600577,0.0,0.22542222222222222,0516-QREYC,No
1.0,74.3,4698.05,4606.599999999999,291279.10000000003,5520.49,349065.115,22071673.802500002,4606.599999999999,349065.115,291279.10000000003,75.775,93.0,8.455115639608026,0.8591549295774649,0.6433566433566433,0.3089316130199696,0.3566585093535521,1.0,0.216,3658-QQJYD,No
0.0,40.2,1448.8,1487.4,53605.6,1616.0400000000002,58241.76,2099021.44,1487.4,58241.76,53605.6,39.15675675675676,37.0,7.279180894866777,0.5070422535211268,0.2517482517482518,-0.8237342748409557,-0.8549282834416602,0.0,0.21955555555555556,0117-LFRMW,Yes
2.0,19.2,1123.65,1190.3999999999999,69666.3,368.64,21574.08,1262589.3225000002,1190.3999999999999,21574.08,69666.3,18.123387096774195,124.0,7.025227155122308,0.8591549295774649,0.8601398601398601,-1.5212704521160125,-1.550858798696966,2.0,0.216,3970-XGJDU,No
0.0,73.5,791.75,808.5,8709.25,5402.25,58193.625,626868.0625,808.5,58193.625,8709.25,71.97727272727273,11.0,6.675507913418457,0.14084507042253522,0.06993006993006994,0.2823588062666342,0.23100321301096838,0.0,0.3390222222222222,5108-ADXWO,Yes
0.0,36.25,374.0,362.5,3740.0,1314.0625,13557.5,139876.0,362.5,13557.5,3740.0,37.4,10.0,5.926926025970411,0.1267605633802817,0.06293706293706294,-0.9549375081855498,-0.9130540452511915,0.0,0.3390222222222222,4439-YRNVD,No
0.0,101.9,3545.35,3770.3,131177.94999999998,10383.61,361271.16500000004,12569506.622499999,3770.3,361271.16500000004,131177.94999999998,95.82027027027027,37.0,8.173674184527034,0.5070422535211268,0.2517482517482518,1.2256934460100444,1.019895807662539,0.0,0.21955555555555556,0402-CQAJN,Yes
2.0,25.1,1789.9,1807.2,128872.8,630.0100000000001,44926.490000000005,3203742.0100000002,1807.2,44926.490000000005,128872.8,24.859722222222224,144.0,7.490473565772694,1.0,1.0,-1.3252960023101632,-1.327973866298105,2.0,0.216,5334-AFQJB,No
0.0,84.75,1651.95,1610.25,31387.05,7182.5625,140002.7625,2728938.8025,1610.25,140002.7625,31387.05,86.94473684210527,19.0,7.410316849329665,0.25352112676056343,0.12587412587412586,0.6560389012354145,0.7262312806904171,0.0,0.3390222222222222,2916-BQZLN,No
0.0,19.6,19.6,19.6,19.6,384.1600000000001,384.1600000000001,384.1600000000001,19.6,384.1600000000001,19.6,19.6,1.0,3.0252910757955354,0.0,0.0,-1.5079840487393448,-1.5020021487551505,0.0,0.22542222222222222,4588-YBNIB,Yes
0.0,73.65,1642.75,1693.95,37783.25,5424.322500000001,120988.5375,2698627.5625,1693.95,120988.5375,37783.25,71.42391304347827,23.0,7.404735495926075,0.3098591549295775,0.15384615384615383,0.2873412075328848,0.21269421658814236,0.0,0.216,2474-LCNUE,No
1.0,109.55,4830.25,4710.65,207700.75,12001.2025,529153.8875,23331315.0625,4710.65,529153.8875,207700.75,112.3313953488372,64.5,8.482860512335732,0.5915492957746479,0.44405594405594406,1.4797959105888148,1.566198942591677,1.0,0.22542222222222222,9360-AHGNL,Yes
1.0,94.9,4422.95,4365.400000000001,203455.69999999998,9006.01,419737.955,19562486.702499997,4365.400000000001,419737.955,203455.69999999998,96.15108695652174,69.0,8.394788241149152,0.6338028169014085,0.4755244755244755,0.9931813869183589,1.0308415301330596,1.0,0.216,2379-GYFLQ,No
0.0,20.4,184.1,183.6,1656.8999999999999,416.15999999999997,3755.6399999999994,33892.81,183.6,3755.6399999999994,1656.8999999999999,20.455555555555556,9.0,5.220896219579452,0.11267605633802817,0.05594405594405595,-1.4814112419860093,-1.4736944059525259,0.0,0.22542222222222222,8735-NBLWT,No
2.0,19.7,494.05,472.79999999999995,11857.2,388.09,9732.785,244085.40250000003,472.79999999999995,9732.785,11857.2,20.585416666666667,48.0,6.204658767568524,0.323943661971831,0.3286713286713287,-1.5046624478951778,-1.4693976949914132,2.0,0.22542222222222222,1089-XZWHH,No
0.0,100.15,908.55,801.2,7268.4,10030.022500000001,90991.2825,825463.1024999999,801.2,90991.2825,7268.4,113.56875,8.0,6.812949971708225,0.09859154929577466,0.04895104895104895,1.167565431237123,1.6071392614211222,0.0,0.216,2754-SDJRD,No
0.0,85.95,858.6,859.5,8586.0,7387.4025,73796.67,737193.9600000001,859.5,73796.67,8586.0,85.86,10.0,6.756467164768355,0.1267605633802817,0.06293706293706294,0.6958981113654179,0.6903406230522837,0.0,0.3390222222222222,8734-DKSTZ,No
2.0,70.85,4973.4,5030.349999999999,353111.39999999997,5019.722499999999,352365.38999999996,24734707.559999995,5030.349999999999,352365.38999999996,353111.39999999997,70.04788732394366,142.0,8.512060039304489,0.9859154929577465,0.986013986013986,0.19433638389621016,0.16716569198743567,2.0,0.216,5846-NEQVZ,No
0.0,30.5,167.2,152.5,836.0,930.25,5099.599999999999,27955.839999999997,152.5,5099.599999999999,836.0,33.44,5.0,5.125153747538848,0.056338028169014086,0.027972027972027975,-1.1459295567251486,-1.044078454794769,0.0,0.3390222222222222,6637-KYRCV,No
0.0,83.75,3273.55,3433.75,134215.55000000002,7014.0625,274159.8125,10716129.602500001,3433.75,274159.8125,134215.55000000002,79.84268292682927,41.0,8.093935734048326,0.5633802816901409,0.27972027972027974,0.6228228927937453,0.4912458208935256,0.0,0.21955555555555556,2479-BRAMR,Yes
2.0,71.6,4230.25,4152.799999999999,245354.5,5126.5599999999995,302885.89999999997,17895015.0625,4152.799999999999,302885.89999999997,245354.5,72.9353448275862,116.0,8.350252736660584,0.8028169014084507,0.8041958041958042,0.2192483902274622,0.26270291787050065,2.0,0.216,7162-WPHPM,No
1.0,69.95,220.45,209.85000000000002,661.3499999999999,4893.0025000000005,15420.477499999999,48598.20249999999,209.85000000000002,15420.477499999999,661.3499999999999,73.48333333333333,4.5,5.400196830369207,0.02816901408450704,0.02447552447552448,0.16444197629870802,0.28083419827509276,1.0,0.3390222222222222,2988-PLAHS,No
2.0,19.4,1284.2,1299.8,86041.40000000001,376.35999999999996,24913.48,1649169.6400000001,1299.8,24913.48,86041.40000000001,19.16716417910448,134.0,7.158669627241704,0.9295774647887325,0.9300699300699301,-1.5146272504276788,-1.5163233754880157,2.0,0.216,2626-VEEWG,No
0.0,30.85,394.1,401.05,5123.3,951.7225000000001,12157.985,155314.81000000003,401.05,12157.985,5123.3,30.315384615384616,13.0,5.979138897417345,0.16901408450704225,0.08391608391608392,-1.1343039537705644,-1.1474625168705286,0.0,0.21955555555555556,6549-NNDYT,No
1.0,20.2,20.2,20.2,20.2,408.03999999999996,408.03999999999996,408.03999999999996,20.2,408.03999999999996,20.2,20.2,1.5,3.054001181677967,0.0,0.003496503496503497,-1.488054443674343,-1.482149965490972,1.0,0.3390222222222222,6469-MRVET,No
2.0,100.2,7209.0,7114.2,511839.0,10040.04,722341.8,51969681.0,7114.2,722341.8,511839.0,101.53521126760563,142.0,8.883224230278994,0.9859154929577465,0.986013986013986,1.1692262316592064,1.2089859010343191,2.0,0.216,9028-LIHRP,No
0.0,54.75,438.05,438.0,3504.4,2997.5625,23983.2375,191887.80250000002,438.0,23983.2375,3504.4,54.75625,8.0,6.084613301806004,0.09859154929577466,0.04895104895104895,-0.34044135201466647,-0.33878828561969754,0.0,0.216,5515-RUGKN,No
1.0,91.25,2483.65,2555.0,69542.2,8326.5625,226633.0625,6168517.322500001,2555.0,226633.0625,69542.2,88.70178571428572,42.0,7.817887083540708,0.3802816901408451,0.2867132867132867,0.8719429561062655,0.7843667077148241,1.0,0.21955555555555556,3736-BLEPA,No
2.0,23.85,1672.1,1693.3500000000001,118719.09999999999,568.8225000000001,39879.585,2795918.4099999997,1693.3500000000001,39879.585,118719.09999999999,23.55070422535211,142.0,7.422433472063617,0.9859154929577465,0.986013986013986,-1.36681601286225,-1.3712853082480607,2.0,0.22542222222222222,7161-DFHUF,No
1.0,118.35,7804.15,7929.45,522878.05,14006.722499999998,923621.1525,60904757.2225,7929.45,923621.1525,522878.05,116.47985074626865,100.5,8.962539051214572,0.9295774647887325,0.6958041958041958,1.7720967848755051,1.7034587706134754,1.0,0.21955555555555556,8199-ZLLSA,Yes
2.0,89.4,5597.65,5632.200000000001,352651.94999999995,7992.360000000001,500429.91,31333685.522499997,5632.200000000001,500429.91,352651.94999999995,88.8515873015873,126.0,8.630280776232281,0.8732394366197184,0.8741258741258742,0.8104933404891773,0.7893231886554505,2.0,0.216,1187-WILMM,No
0.0,80.6,415.55,403.0,2077.75,6496.359999999999,33493.33,172681.80250000002,403.0,33493.33,2077.75,83.11,5.0,6.032006502420918,0.056338028169014086,0.027972027972027975,0.5181924662024865,0.5993514497581328,0.0,0.3390222222222222,7563-BIUPC,Yes
0.0,78.9,2976.95,2919.3,110147.15,6225.210000000001,234881.355,8862231.302499998,2919.3,234881.355,110147.15,80.4581081081081,37.0,7.998990423311198,0.5070422535211268,0.2517482517482518,0.461725251851649,0.5116083767004217,0.0,0.216,3714-XPXBW,No
1.0,111.8,5809.75,5925.4,307916.75,12499.24,649530.0499999999,33753195.0625,5925.4,649530.0499999999,307916.75,109.61792452830188,79.5,8.667464929294537,0.7323943661971831,0.548951048951049,1.5545319295825708,1.476418409239564,1.0,0.21955555555555556,7409-JURKQ,No
0.0,44.55,480.6,534.5999999999999,5767.200000000001,1984.7024999999996,21410.73,230976.36000000002,534.5999999999999,21410.73,5767.200000000001,40.050000000000004,12.0,6.177113893994611,0.15492957746478872,0.07692307692307693,-0.6792446381196942,-0.8253735691677367,0.0,0.3390222222222222,3945-GFWQL,Yes
1.0,19.7,1341.5,1379.0,93905.0,388.09,26427.55,1799622.25,1379.0,26427.55,93905.0,19.164285714285715,105.0,7.20228882638302,0.971830985915493,0.7272727272727273,-1.5046624478951778,-1.516418615173185,1.0,0.21955555555555556,7706-YLMQA,No
0.0,74.4,229.55,223.20000000000002,688.6500000000001,5535.360000000001,17078.52,52693.20250000001,223.20000000000002,17078.52,688.6500000000001,76.51666666666667,3.0,5.440467758652715,0.02816901408450704,0.013986013986013988,0.3122532138641368,0.3811980136662168,0.0,0.3390222222222222,0404-SWRVG,Yes
0.0,82.65,1185.0,1157.1000000000001,16590.0,6831.022500000001,97940.25,1404225.0,1157.1000000000001,97940.25,16590.0,84.64285714285714,14.0,7.078341579557671,0.18309859154929578,0.09090909090909091,0.5862852835079091,0.6500690512878075,0.0,0.3390222222222222,4559-UWIHT,No
1.0,43.7,2696.55,2665.7000000000003,164489.55000000002,1909.6900000000003,117839.23500000002,7271381.902500001,2665.7000000000003,117839.23500000002,164489.55000000002,44.205737704918036,91.5,7.900099232641693,0.8450704225352113,0.6328671328671329,-0.7074782452951129,-0.6878727916412553,1.0,0.216,4825-XJGDM,No
0.0,88.45,370.65,353.8,1482.6,7823.4025,32783.9925,137381.4225,353.8,32783.9925,1482.6,92.6625,4.0,5.917952551171302,0.04225352112676056,0.02097902097902098,0.7789381324695913,0.9154147508099062,0.0,0.3390222222222222,7228-OMTPN,Yes
0.0,90.6,90.6,90.6,90.6,8208.359999999999,8208.359999999999,8208.359999999999,90.6,8208.359999999999,90.6,90.6,1.0,4.517431271680085,0.0,0.0,0.8503525506191802,0.8471728708392929,0.0,0.3390222222222222,5797-APWZC,Yes
0.0,29.65,291.4,296.5,2914.0,879.1225,8640.009999999998,84913.95999999999,296.5,8640.009999999998,2914.0,29.139999999999997,10.0,5.678122727875623,0.1267605633802817,0.06293706293706294,-1.1741631639005676,-1.186352434854714,0.0,0.3390222222222222,5143-EGQFK,Yes
0.0,55.3,1284.2,1271.8999999999999,29536.600000000002,3058.0899999999997,71016.26,1649169.6400000001,1271.8999999999999,71016.26,29536.600000000002,55.834782608695654,23.0,7.158669627241704,0.3098591549295775,0.15384615384615383,-0.32217254737174844,-0.30310290727933337,0.0,0.21955555555555556,0396-UKGAI,No
2.0,20.6,581.85,556.2,15709.95,424.36000000000007,11986.11,338549.42250000004,556.2,11986.11,15709.95,21.55,54.0,6.367929863365841,0.36619718309859156,0.3706293706293706,-1.4747680402976753,-1.437482553146571,2.0,0.22542222222222222,9392-XBGTD,No
2.0,78.45,5682.25,5648.400000000001,409122.0,6154.4025,445772.5125,32287965.0625,5648.400000000001,445772.5125,409122.0,78.92013888888889,144.0,8.645278531179455,1.0,1.0,0.44677804805289767,0.4607216320427462,2.0,0.21955555555555556,8336-TAVKX,No
2.0,50.55,3364.55,3336.2999999999997,222060.30000000002,2555.3025,170078.0025,11320196.7025,3336.2999999999997,170078.0025,222060.30000000002,50.97803030303031,132.0,8.121346675973896,0.9154929577464789,0.9160839160839161,-0.47994858746967795,-0.46379813534731573,2.0,0.21955555555555556,0277-ORXQS,No
0.0,109.95,3782.4,3848.25,132384.0,12089.0025,415874.88,14306549.76,3848.25,415874.88,132384.0,108.06857142857143,35.0,8.238378355231562,0.47887323943661975,0.23776223776223776,1.4930823139654827,1.4251550064449443,0.0,0.3390222222222222,3174-RKMOW,No
0.0,45.3,45.3,45.3,45.3,2052.0899999999997,2052.0899999999997,2052.0899999999997,45.3,2052.0899999999997,45.3,45.3,1.0,3.835141961092188,0.0,0.0,-0.6543326317884421,-0.651666965606176,0.0,0.22542222222222222,7065-YUNRY,Yes
0.0,73.3,828.05,879.5999999999999,9936.599999999999,5372.889999999999,60696.064999999995,685666.8024999999,879.5999999999999,60696.064999999995,9936.599999999999,69.00416666666666,12.0,6.720280466947382,0.15492957746478872,0.07692307692307693,0.2757156045783002,0.1326321357126497,0.0,0.216,8224-DWCKX,No
0.0,44.65,1156.55,1160.8999999999999,30070.3,1993.6225,51639.9575,1337607.9024999999,1160.8999999999999,51639.9575,30070.3,44.482692307692304,26.0,7.0540609815717215,0.35211267605633806,0.17482517482517482,-0.6759230372755272,-0.6787092024243677,0.0,0.21955555555555556,4524-QCSSM,No
0.0,35.2,607.3,633.6,10931.4,1239.0400000000002,21376.96,368813.2899999999,633.6,21376.96,10931.4,33.73888888888889,18.0,6.41066818132666,0.23943661971830985,0.1188811188811189,-0.9898143170493026,-1.0341891264650207,0.0,0.3390222222222222,6133-OZILE,No
