tenure,OnlineSecurity,TechSupport,Contract,poly_tenure^2,poly_tenure TotalCharges,tenure_x_total,StabilityIndex,log_TotalCharges,normalized_tenure,normalized_StabilityIndex,onehot_InternetService_Fiber optic,onehot_InternetService_No,onehot_PaymentMethod_Electronic check,label_Contract,freq_PaymentMethod,equal_freq_TotalCharges,custom_tenure_bins,binned_custom_tenure_bins_0,binned_custom_tenure_bins_4,customerID,Churn
1,1,1,0,1.0,19.2,19.2,1.0,3.005682604407159,0.0,0.0,False,True,False,0,0.22542222222222222,0.0,0,True,False,3308-MHOOC,No
6,2,0,0,36.0,2607.0,2607.0,6.0,6.0764947962925575,0.07042253521126761,0.03496503496503497,True,False,True,0,0.3390222222222222,1.0,0,True,False,6400-BWQKW,Yes
12,2,0,0,144.0,12014.400000000001,12014.400000000001,12.0,6.909952862525624,0.15492957746478872,0.07692307692307693,True,False,True,0,0.3390222222222222,1.0,1,False,False,8104-OSKWT,No
61,0,2,0,3721.0,411832.35000000003,411832.35000000003,61.0,8.817645871425219,0.8450704225352113,0.4195804195804196,True,False,True,0,0.3390222222222222,3.0,4,False,True,4220-TINQT,No
43,1,1,2,1849.0,33507.75,33507.75,86.0,6.659614381150889,0.5915492957746479,0.5944055944055944,False,True,False,2,0.21955555555555556,1.0,3,False,False,1985-MBRYP,No
30,0,0,0,900.0,35188.5,35188.5,30.0,7.068129410043267,0.4084507042253521,0.20279720279720279,False,False,True,0,0.3390222222222222,1.0,3,False,False,9667-EQRXU,Yes
22,0,2,1,484.0,26247.1,26247.1,33.0,7.085106169122671,0.295774647887324,0.22377622377622378,False,False,False,1,0.216,1.0,2,False,False,4576-CSAJH,Yes
52,1,1,2,2704.0,65265.2,65265.2,104.0,7.135766961693207,0.7183098591549296,0.7202797202797203,False,True,False,2,0.22542222222222222,1.0,4,False,True,1207-BLKSA,No
1,0,0,0,1.0,56.25,56.25,1.0,4.047427642434349,0.0,0.0,False,False,True,0,0.3390222222222222,0.0,0,True,False,5909-ECHUI,Yes
57,0,2,1,3249.0,311730.14999999997,311730.14999999997,85.5,8.607024754606424,0.7887323943661972,0.5909090909090909,True,False,True,1,0.3390222222222222,3.0,4,False,True,2972-YDYUW,No
72,0,0,2,5184.0,283496.39999999997,283496.39999999997,144.0,8.27854252387427,1.0,1.0,False,False,True,2,0.3390222222222222,3.0,4,False,True,6034-ZRYCV,Yes
42,0,2,0,1764.0,181755.0,181755.0,42.0,8.372976340655828,0.5774647887323944,0.2867132867132867,True,False,False,0,0.21955555555555556,3.0,3,False,False,9919-YLNNG,No
15,1,1,0,225.0,4094.25,4094.25,15.0,5.612945607984424,0.19718309859154928,0.0979020979020979,False,True,False,0,0.22542222222222222,0.0,2,False,False,5384-ZTTWP,No
64,2,0,0,4096.0,328662.4,328662.4,64.0,8.544097989465381,0.8873239436619719,0.4405594405594406,True,False,True,0,0.3390222222222222,3.0,4,False,True,2250-IVBWA,No
47,0,0,1,2209.0,188848.35,188848.35,70.5,8.298800835277511,0.647887323943662,0.48601398601398604,True,False,False,1,0.21955555555555556,3.0,3,False,False,9978-HYCIN,No
2,0,2,0,4.0,89.5,89.5,2.0,3.82319179172153,0.014084507042253521,0.006993006993006993,False,False,False,0,0.21955555555555556,0.0,0,True,False,6022-KOUQO,No
1,1,1,0,1.0,20.2,20.2,1.0,3.054001181677967,0.0,0.0,False,True,False,0,0.22542222222222222,0.0,0,True,False,6380-ARCEH,No
1,2,0,0,1.0,50.7,50.7,1.0,3.9454577815143836,0.0,0.0,False,False,False,0,0.22542222222222222,0.0,0,True,False,6888-SBYAI,No
72,2,2,2,5184.0,593892.0,593892.0,144.0,9.017907871431499,1.0,1.0,True,False,False,2,0.21955555555555556,3.0,4,False,True,6859-QNXIQ,No
32,2,0,0,1024.0,92857.6,92857.6,32.0,7.973431067403982,0.4366197183098592,0.21678321678321677,True,False,True,0,0.3390222222222222,2.0,3,False,False,4821-SJHJV,No
1,0,0,0,1.0,74.45,74.45,1.0,4.323470185213858,0.0,0.0,True,False,True,0,0.3390222222222222,0.0,0,True,False,0723-DRCLG,Yes
71,2,2,2,5041.0,239823.80000000002,239823.80000000002,142.0,8.125275895853342,0.9859154929577465,0.986013986013986,False,False,False,2,0.21955555555555556,2.0,4,False,True,4872-JCVCA,No
15,2,0,0,225.0,17273.25,17273.25,15.0,7.049732157877687,0.19718309859154928,0.0979020979020979,True,False,False,0,0.22542222222222222,1.0,2,False,False,7993-NQLJE,No
47,0,0,1,2209.0,214461.0,214461.0,70.5,8.425954710981966,0.647887323943662,0.48601398601398604,True,False,False,1,0.216,3.0,3,False,False,3946-JEWRQ,No
34,0,0,0,1156.0,115940.0,115940.0,34.0,8.134760782418645,0.46478873239436624,0.23076923076923075,True,False,False,0,0.21955555555555556,2.0,3,False,False,4947-DSMXK,No
50,0,0,0,2500.0,250894.99999999997,250894.99999999997,50.0,8.520966065168736,0.6901408450704226,0.34265734265734266,True,False,False,0,0.21955555555555556,3.0,4,False,True,3804-RVTGV,Yes
10,1,1,0,100.0,1987.0,1987.0,10.0,5.296816240421769,0.1267605633802817,0.06293706293706294,False,True,False,0,0.216,0.0,1,False,False,0380-ZCSBI,No
8,0,0,0,64.0,5839.6,5839.6,8.0,6.594345057957625,0.09859154929577466,0.04895104895104895,True,False,True,0,0.3390222222222222,1.0,1,False,False,4145-UQXUQ,Yes
23,1,1,1,529.0,10048.699999999999,10048.699999999999,34.5,6.081990573807353,0.3098591549295775,0.23426573426573424,False,True,False,1,0.22542222222222222,1.0,2,False,False,6082-OQFBA,No
7,0,0,0,49.0,3433.85,3433.85,7.0,6.197563663812933,0.08450704225352114,0.04195804195804196,True,False,True,0,0.3390222222222222,1.0,1,False,False,1475-VWVDO,No
23,0,0,0,529.0,45266.299999999996,45266.299999999996,23.0,7.585331864551124,0.3098591549295775,0.15384615384615383,True,False,True,0,0.3390222222222222,2.0,2,False,False,5016-IBERQ,No
72,2,2,2,5184.0,478976.39999999997,478976.39999999997,144.0,8.802890796113749,1.0,1.0,False,False,False,2,0.216,3.0,4,False,True,3569-JFODW,No
30,0,2,0,900.0,76677.0,76677.0,30.0,7.846550866196361,0.4084507042253521,0.20279720279720279,True,False,True,0,0.3390222222222222,2.0,3,False,False,7927-AUXBZ,Yes
31,2,0,1,961.0,48983.1,48983.1,46.5,7.365876086316099,0.4225352112676057,0.3181818181818182,False,False,False,1,0.216,2.0,3,False,False,4023-RTIQM,No
3,0,0,0,9.0,940.8000000000001,940.8000000000001,3.0,5.751301990624177,0.02816901408450704,0.013986013986013988,True,False,False,0,0.22542222222222222,0.0,0,True,False,5760-IFJOZ,No
24,1,1,0,576.0,11038.8,11038.8,24.0,6.133289577244604,0.323943661971831,0.16083916083916083,False,True,False,0,0.22542222222222222,1.0,2,False,False,0516-QREYC,No
62,2,0,1,3844.0,291279.10000000003,291279.10000000003,93.0,8.455115639608026,0.8591549295774649,0.6433566433566433,False,False,False,1,0.216,3.0,4,False,True,3658-QQJYD,No
37,2,0,0,1369.0,53605.6,53605.6,37.0,7.279180894866777,0.5070422535211268,0.2517482517482518,False,False,False,0,0.21955555555555556,2.0,3,False,False,0117-LFRMW,Yes
62,1,1,2,3844.0,69666.3,69666.3,124.0,7.025227155122308,0.8591549295774649,0.8601398601398601,False,True,False,2,0.216,1.0,4,False,True,3970-XGJDU,No
11,2,0,0,121.0,8709.25,8709.25,11.0,6.675507913418457,0.14084507042253522,0.06993006993006994,True,False,True,0,0.3390222222222222,1.0,1,False,False,5108-ADXWO,Yes
10,0,2,0,100.0,3740.0,3740.0,10.0,5.926926025970411,0.1267605633802817,0.06293706293706294,False,False,True,0,0.3390222222222222,0.0,1,False,False,4439-YRNVD,No
37,0,0,0,1369.0,131177.94999999998,131177.94999999998,37.0,8.173674184527034,0.5070422535211268,0.2517482517482518,True,False,False,0,0.21955555555555556,2.0,3,False,False,0402-CQAJN,Yes
72,1,1,2,5184.0,128872.8,128872.8,144.0,7.490473565772694,1.0,1.0,False,True,False,2,0.216,2.0,4,False,True,5334-AFQJB,No
19,2,0,0,361.0,31387.05,31387.05,19.0,7.410316849329665,0.25352112676056343,0.12587412587412586,True,False,True,0,0.3390222222222222,2.0,2,False,False,2916-BQZLN,No
1,1,1,0,1.0,19.6,19.6,1.0,3.0252910757955354,0.0,0.0,False,True,False,0,0.22542222222222222,0.0,0,True,False,4588-YBNIB,Yes
23,0,2,0,529.0,37783.25,37783.25,23.0,7.404735495926075,0.3098591549295775,0.15384615384615383,False,False,False,0,0.216,2.0,2,False,False,2474-LCNUE,No
43,2,2,1,1849.0,207700.75,207700.75,64.5,8.482860512335732,0.5915492957746479,0.44405594405594406,True,False,False,1,0.22542222222222222,3.0,3,False,False,9360-AHGNL,Yes
46,0,0,1,2116.0,203455.69999999998,203455.69999999998,69.0,8.394788241149152,0.6338028169014085,0.4755244755244755,True,False,False,1,0.216,3.0,3,False,False,2379-GYFLQ,No
9,1,1,0,81.0,1656.8999999999999,1656.8999999999999,9.0,5.220896219579452,0.11267605633802817,0.05594405594405595,False,True,False,0,0.22542222222222222,0.0,1,False,False,8735-NBLWT,No
24,1,1,2,576.0,11857.2,11857.2,48.0,6.204658767568524,0.323943661971831,0.3286713286713287,False,True,False,2,0.22542222222222222,1.0,2,False,False,1089-XZWHH,No
8,0,2,0,64.0,7268.4,7268.4,8.0,6.812949971708225,0.09859154929577466,0.04895104895104895,True,False,False,0,0.216,1.0,1,False,False,2754-SDJRD,No
10,0,0,0,100.0,8586.0,8586.0,10.0,6.756467164768355,0.1267605633802817,0.06293706293706294,True,False,True,0,0.3390222222222222,1.0,1,False,False,8734-DKSTZ,No
71,2,2,2,5041.0,353111.39999999997,353111.39999999997,142.0,8.512060039304489,0.9859154929577465,0.986013986013986,False,False,False,2,0.216,3.0,4,False,True,5846-NEQVZ,No
5,0,0,0,25.0,836.0,836.0,5.0,5.125153747538848,0.056338028169014086,0.027972027972027975,False,False,True,0,0.3390222222222222,0.0,0,True,False,6637-KYRCV,No
41,2,0,0,1681.0,134215.55000000002,134215.55000000002,41.0,8.093935734048326,0.5633802816901409,0.27972027972027974,True,False,False,0,0.21955555555555556,2.0,3,False,False,2479-BRAMR,Yes
58,2,2,2,3364.0,245354.5,245354.5,116.0,8.350252736660584,0.8028169014084507,0.8041958041958042,False,False,False,2,0.216,3.0,4,False,True,7162-WPHPM,No
3,0,0,1,9.0,661.3499999999999,661.3499999999999,4.5,5.400196830369207,0.02816901408450704,0.02447552447552448,False,False,True,1,0.3390222222222222,0.0,0,True,False,2988-PLAHS,No
67,1,1,2,4489.0,86041.40000000001,86041.40000000001,134.0,7.158669627241704,0.9295774647887325,0.9300699300699301,False,True,False,2,0.216,1.0,4,False,True,2626-VEEWG,No
13,2,0,0,169.0,5123.3,5123.3,13.0,5.979138897417345,0.16901408450704225,0.08391608391608392,False,False,False,0,0.21955555555555556,0.0,2,False,False,6549-NNDYT,No
1,1,1,1,1.0,20.2,20.2,1.5,3.054001181677967,0.0,0.003496503496503497,False,True,True,1,0.3390222222222222,0.0,0,True,False,6469-MRVET,No
71,2,2,2,5041.0,511839.0,511839.0,142.0,8.883224230278994,0.9859154929577465,0.986013986013986,True,False,False,2,0.216,3.0,4,False,True,9028-LIHRP,No
8,0,0,0,64.0,3504.4,3504.4,8.0,6.084613301806004,0.09859154929577466,0.04895104895104895,False,False,False,0,0.216,1.0,1,False,False,5515-RUGKN,No
28,0,2,1,784.0,69542.2,69542.2,42.0,7.817887083540708,0.3802816901408451,0.2867132867132867,True,False,False,1,0.21955555555555556,2.0,3,False,False,3736-BLEPA,No
71,1,1,2,5041.0,118719.09999999999,118719.09999999999,142.0,7.422433472063617,0.9859154929577465,0.986013986013986,False,True,False,2,0.22542222222222222,2.0,4,False,True,7161-DFHUF,No
67,2,2,1,4489.0,522878.05,522878.05,100.5,8.962539051214572,0.9295774647887325,0.6958041958041958,True,False,False,1,0.21955555555555556,3.0,4,False,True,8199-ZLLSA,Yes
63,2,2,2,3969.0,352651.94999999995,352651.94999999995,126.0,8.630280776232281,0.8732394366197184,0.8741258741258742,False,False,False,2,0.216,3.0,4,False,True,1187-WILMM,No
5,0,0,0,25.0,2077.75,2077.75,5.0,6.032006502420918,0.056338028169014086,0.027972027972027975,True,False,True,0,0.3390222222222222,1.0,0,True,False,7563-BIUPC,Yes
37,2,2,0,1369.0,110147.15,110147.15,37.0,7.998990423311198,0.5070422535211268,0.2517482517482518,False,False,False,0,0.216,2.0,3,False,False,3714-XPXBW,No
53,0,2,1,2809.0,307916.75,307916.75,79.5,8.667464929294537,0.7323943661971831,0.548951048951049,True,False,False,1,0.21955555555555556,3.0,4,False,True,7409-JURKQ,No
12,0,0,0,144.0,5767.200000000001,5767.200000000001,12.0,6.177113893994611,0.15492957746478872,0.07692307692307693,False,False,True,0,0.3390222222222222,1.0,1,False,False,3945-GFWQL,Yes
70,1,1,1,4900.0,93905.0,93905.0,105.0,7.20228882638302,0.971830985915493,0.7272727272727273,False,True,False,1,0.21955555555555556,1.0,4,False,True,7706-YLMQA,No
3,0,0,0,9.0,688.6500000000001,688.6500000000001,3.0,5.440467758652715,0.02816901408450704,0.013986013986013988,True,False,True,0,0.3390222222222222,0.0,0,True,False,0404-SWRVG,Yes
14,0,0,0,196.0,16590.0,16590.0,14.0,7.078341579557671,0.18309859154929578,0.09090909090909091,True,False,True,0,0.3390222222222222,1.0,2,False,False,4559-UWIHT,No
61,2,2,1,3721.0,164489.55000000002,164489.55000000002,91.5,7.900099232641693,0.8450704225352113,0.6328671328671329,False,False,False,1,0.216,2.0,4,False,True,4825-XJGDM,No
4,0,0,0,16.0,1482.6,1482.6,4.0,5.917952551171302,0.04225352112676056,0.02097902097902098,True,False,True,0,0.3390222222222222,0.0,0,True,False,7228-OMTPN,Yes
1,0,0,0,1.0,90.6,90.6,1.0,4.517431271680085,0.0,0.0,True,False,True,0,0.3390222222222222,0.0,0,True,False,5797-APWZC,Yes
10,0,2,0,100.0,2914.0,2914.0,10.0,5.678122727875623,0.1267605633802817,0.06293706293706294,False,False,True,0,0.3390222222222222,0.0,1,False,False,5143-EGQFK,Yes
23,0,2,0,529.0,29536.600000000002,29536.600000000002,23.0,7.158669627241704,0.3098591549295775,0.15384615384615383,False,False,False,0,0.21955555555555556,1.0,2,False,False,0396-UKGAI,No
27,1,1,2,729.0,15709.95,15709.95,54.0,6.367929863365841,0.36619718309859156,0.3706293706293706,False,True,False,2,0.22542222222222222,1.0,3,False,False,9392-XBGTD,No
72,2,2,2,5184.0,409122.0,409122.0,144.0,8.645278531179455,1.0,1.0,False,False,False,2,0.21955555555555556,3.0,4,False,True,8336-TAVKX,No
66,0,2,2,4356.0,222060.30000000002,222060.30000000002,132.0,8.121346675973896,0.9154929577464789,0.9160839160839161,False,False,False,2,0.21955555555555556,2.0,4,False,True,0277-ORXQS,No
35,0,2,0,1225.0,132384.0,132384.0,35.0,8.238378355231562,0.47887323943661975,0.23776223776223776,True,False,True,0,0.3390222222222222,2.0,3,False,False,3174-RKMOW,No
1,0,0,0,1.0,45.3,45.3,1.0,3.835141961092188,0.0,0.0,False,False,False,0,0.22542222222222222,0.0,0,True,False,7065-YUNRY,Yes
12,0,0,0,144.0,9936.599999999999,9936.599999999999,12.0,6.720280466947382,0.15492957746478872,0.07692307692307693,True,False,False,0,0.216,1.0,1,False,False,8224-DWCKX,No
26,2,0,0,676.0,30070.3,30070.3,26.0,7.0540609815717215,0.35211267605633806,0.17482517482517482,False,False,False,0,0.21955555555555556,1.0,3,False,False,4524-QCSSM,No
18,0,2,0,324.0,10931.4,10931.4,18.0,6.41066818132666,0.23943661971830985,0.1188811188811189,False,False,True,0,0.3390222222222222,1.0,2,False,False,6133-OZILE,No
3,0,0,0,9.0,283.20000000000005,283.20000000000005,3.0,4.558078578454241,0.02816901408450704,0.013986013986013988,False,False,False,0,0.216,0.0,0,True,False,3082-VQXNH,No
67,1,1,1,4489.0,90007.8,90007.8,100.5,7.20370309585095,0.9295774647887325,0.6958041958041958,False,True,True,1,0.3390222222222222,1.0,4,False,True,0052-YNYOT,No
12,1,1,2,144.0,2694.0,2694.0,24.0,5.418320158942733,0.15492957746478872,0.16083916083916083,False,True,False,2,0.21955555555555556,0.0,1,False,False,0064-SUDOG,No
32,0,0,0,1024.0,84115.2,84115.2,32.0,7.87458702235001,0.4366197183098592,0.21678321678321677,True,False,False,0,0.216,2.0,3,False,False,5307-DZCVC,Yes
9,0,0,0,81.0,6718.5,6718.5,9.0,6.616734305264841,0.11267605633802817,0.05594405594405595,True,False,True,0,0.3390222222222222,1.0,1,False,False,2642-DTVCO,Yes
52,0,0,1,2704.0,212136.6,212136.6,78.0,8.313987062234544,0.7183098591549296,0.5384615384615384,False,False,True,1,0.3390222222222222,3.0,4,False,True,1309-XGFSN,No
17,1,1,1,289.0,5744.299999999999,5744.299999999999,25.5,5.825705078613006,0.22535211267605634,0.17132867132867133,False,True,False,1,0.216,0.0,2,False,False,4359-INNWN,No
70,0,0,1,4900.0,228511.5,228511.5,105.0,8.091152857634613,0.971830985915493,0.7272727272727273,False,False,True,1,0.3390222222222222,2.0,4,False,True,7136-RVDTZ,Yes
14,2,2,0,196.0,16296.699999999999,16296.699999999999,14.0,7.060519283533766,0.18309859154929578,0.09090909090909091,True,False,False,0,0.22542222222222222,1.0,2,False,False,5433-KYGHE,No
18,2,2,1,324.0,19574.100000000002,19574.100000000002,27.0,6.992509944846946,0.23943661971830985,0.1818181818181818,False,False,False,1,0.22542222222222222,1.0,2,False,False,1402-PTHGN,No
46,2,2,2,2116.0,133096.4,133096.4,92.0,7.9705331146410305,0.6338028169014085,0.6363636363636364,False,False,False,2,0.21955555555555556,2.0,3,False,False,5862-BRIXZ,No
13,0,0,0,169.0,16092.05,16092.05,13.0,7.121938808924836,0.16901408450704225,0.08391608391608392,True,False,True,0,0.3390222222222222,1.0,2,False,False,0011-IGKFF,Yes
19,0,0,0,361.0,28406.899999999998,28406.899999999998,19.0,7.310617001220186,0.25352112676056343,0.12587412587412586,True,False,False,0,0.21955555555555556,2.0,2,False,False,8456-QDAVC,No
3,2,2,2,9.0,640.05,640.05,6.0,5.367610193043986,0.02816901408450704,0.03496503496503497,False,False,False,2,0.22542222222222222,0.0,0,True,False,2710-WYVXG,No
62,1,1,2,3844.0,75543.90000000001,75543.90000000001,124.0,7.106155216405431,0.8591549295774649,0.8601398601398601,False,True,False,2,0.216,1.0,4,False,True,2236-HILPA,No
38,1,1,2,1444.0,27964.2,27964.2,76.0,6.602452197772954,0.5211267605633804,0.5244755244755245,False,True,False,2,0.22542222222222222,1.0,3,False,False,2384-OVPSA,No
7,1,1,0,49.0,786.1,786.1,7.0,4.730039168033961,0.08450704225352114,0.04195804195804196,False,True,True,0,0.3390222222222222,0.0,1,False,False,4541-RMRLG,Yes
46,0,0,1,2116.0,123687.09999999999,123687.09999999999,69.0,7.8972407089593375,0.6338028169014085,0.4755244755244755,False,False,False,1,0.216,2.0,3,False,False,6416-JNVRK,No
12,2,0,0,144.0,10911.0,10911.0,12.0,6.813719287055543,0.15492957746478872,0.07692307692307693,True,False,True,0,0.3390222222222222,1.0,1,False,False,6178-KFNHS,Yes
10,1,1,1,100.0,1894.5,1894.5,15.0,5.249389692924613,0.1267605633802817,0.0979020979020979,False,True,False,1,0.21955555555555556,0.0,1,False,False,3146-JTQHR,No
9,0,0,0,81.0,6338.7,6338.7,9.0,6.558623244214133,0.11267605633802817,0.05594405594405595,True,False,True,0,0.3390222222222222,1.0,1,False,False,6339-YPSAH,No
24,2,0,0,576.0,30616.800000000003,30616.800000000003,24.0,7.152033902826306,0.323943661971831,0.16083916083916083,False,False,True,0,0.3390222222222222,1.0,2,False,False,9828-QHFBK,No
4,0,0,0,16.0,1461.6,1461.6,4.0,5.903725632799975,0.04225352112676056,0.02097902097902098,True,False,True,0,0.3390222222222222,0.0,0,True,False,6892-EZDTG,Yes
46,2,0,0,2116.0,176989.6,176989.6,46.0,8.255464724786458,0.6338028169014085,0.3146853146853147,True,False,False,0,0.22542222222222222,3.0,3,False,False,0239-OXEXL,No
67,2,2,2,4489.0,411436.95,411436.95,134.0,8.722881278690172,0.9295774647887325,0.9300699300699301,True,False,False,2,0.21955555555555556,3.0,4,False,True,0248-PGHBZ,No
14,0,2,0,196.0,15918.699999999999,15918.699999999999,14.0,7.037071550452193,0.18309859154929578,0.09090909090909091,False,False,False,0,0.216,1.0,2,False,False,8198-RKSZG,No
44,1,1,0,1936.0,34331.0,34331.0,44.0,6.660895201050611,0.6056338028169015,0.30069930069930073,False,True,False,0,0.22542222222222222,1.0,3,False,False,1051-EQPZR,No
9,1,1,0,81.0,1418.8500000000001,1418.8500000000001,9.0,5.066700518029204,0.11267605633802817,0.05594405594405595,False,True,False,0,0.22542222222222222,0.0,1,False,False,1991-VOPLL,No
1,0,0,0,1.0,81.95,81.95,1.0,4.418238016636454,0.0,0.0,True,False,True,0,0.3390222222222222,0.0,0,True,False,2004-OCQXK,Yes
57,0,2,1,3249.0,356403.89999999997,356403.89999999997,85.5,8.740928567567575,0.7887323943661972,0.5909090909090909,True,False,False,1,0.21955555555555556,3.0,4,False,True,0103-CSITQ,No
1,1,1,0,1.0,20.1,20.1,1.0,3.0492730404820207,0.0,0.0,False,True,False,0,0.22542222222222222,0.0,0,True,False,1000-AJSLD,Yes
69,0,2,2,4761.0,526763.25,526763.25,138.0,8.940530961059032,0.9577464788732395,0.958041958041958,True,False,True,2,0.3390222222222222,3.0,4,False,True,0136-IFMYD,No
65,2,2,2,4225.0,476940.75,476940.75,130.0,8.900896554409524,0.9014084507042254,0.9020979020979021,True,False,True,2,0.3390222222222222,3.0,4,False,True,1163-VIPRI,No
52,2,2,2,2704.0,240645.6,240645.6,104.0,8.440052934221871,0.7183098591549296,0.7202797202797203,True,False,False,2,0.216,3.0,4,False,True,1455-HFBXA,No
4,1,1,0,16.0,273.8,273.8,4.0,4.240607069200353,0.04225352112676056,0.02097902097902098,False,True,False,0,0.216,0.0,0,True,False,5712-VBOXD,No
1,1,1,0,1.0,18.85,18.85,1.0,2.9882040071331994,0.0,0.0,False,True,True,0,0.3390222222222222,0.0,0,True,False,8992-CEUEN,No
1,0,0,0,1.0,45.75,45.75,1.0,3.844814255734696,0.0,0.0,False,False,True,0,0.3390222222222222,0.0,0,True,False,7359-PTSXY,Yes
72,2,0,2,5184.0,534391.2000000001,534391.2000000001,144.0,8.912352038668999,1.0,1.0,True,False,True,2,0.3390222222222222,3.0,4,False,True,0742-LAFQK,No
53,2,2,1,2809.0,152597.59999999998,152597.59999999998,79.5,7.965615015163282,0.7323943661971831,0.548951048951049,False,False,True,1,0.3390222222222222,2.0,4,False,True,4598-ZADCK,No
72,2,2,2,5184.0,336362.39999999997,336362.39999999997,144.0,8.449492342051977,1.0,1.0,False,False,False,2,0.216,3.0,4,False,True,5115-GZDEL,No
2,0,0,0,4.0,290.3,290.3,2.0,4.984633491557255,0.014084507042253521,0.006993006993006993,True,False,True,0,0.3390222222222222,0.0,0,True,False,7538-GWHML,Yes
72,2,2,2,5184.0,564897.6,564897.6,144.0,8.967861084355231,1.0,1.0,True,False,False,2,0.21955555555555556,3.0,4,False,True,3258-SYSWS,No
1,0,0,0,1.0,45.85,45.85,1.0,3.846951008684431,0.0,0.0,False,False,False,0,0.22542222222222222,0.0,0,True,False,3165-HDOEW,Yes
67,1,1,2,4489.0,112576.75,112576.75,134.0,7.427292843350149,0.9295774647887325,0.9300699300699301,False,True,False,2,0.22542222222222222,2.0,4,False,True,3967-VQOGC,No
18,1,1,1,324.0,7326.900000000001,7326.900000000001,27.0,6.011389715915252,0.23943661971830985,0.1818181818181818,False,True,False,1,0.22542222222222222,0.0,2,False,False,1133-KXCGE,No
2,0,0,0,4.0,278.1,278.1,2.0,4.941999501706118,0.014084507042253521,0.006993006993006993,True,False,True,0,0.3390222222222222,0.0,0,True,False,5804-LEPIM,Yes
12,0,2,1,144.0,10471.8,10471.8,18.0,6.772679837785048,0.15492957746478872,0.1188811188811189,False,False,False,1,0.22542222222222222,1.0,1,False,False,9033-EOXWV,Yes
42,0,2,2,1764.0,116035.5,116035.5,84.0,7.924343732171656,0.5774647887323944,0.5804195804195804,False,False,False,2,0.216,2.0,3,False,False,4615-PIVVU,No
31,0,2,1,961.0,80218.7,80218.7,46.5,7.8589110981823715,0.4225352112676057,0.3181818181818182,False,False,False,1,0.22542222222222222,2.0,3,False,False,6302-JGYRJ,Yes
69,2,0,1,4761.0,262503.60000000003,262503.60000000003,103.5,8.2441763896063,0.9577464788732395,0.7167832167832168,False,False,False,1,0.216,3.0,4,False,True,1122-YJBCS,No
67,2,0,1,4489.0,375086.10000000003,375086.10000000003,100.5,8.63039686891009,0.9295774647887325,0.6958041958041958,True,False,False,1,0.21955555555555556,3.0,4,False,True,6736-DHUQI,No
51,1,1,2,2601.0,55424.25,55424.25,102.0,6.991866621600789,0.7042253521126761,0.7062937062937064,False,True,False,2,0.216,1.0,4,False,True,6582-PLFUU,No
65,1,1,1,4225.0,104061.75,104061.75,97.5,7.378976916154964,0.9014084507042254,0.6748251748251748,False,True,False,1,0.216,2.0,4,False,True,2662-NNTDK,No
25,1,1,0,625.0,13537.5,13537.5,25.0,6.296188085414615,0.33802816901408456,0.1678321678321678,False,True,False,0,0.22542222222222222,1.0,3,False,False,7407-SUJIZ,No
